source	target	type
慢性阻塞性肺部疾病是什么意思	慢性阻塞性肺部疾病是什么意思	positive
正常一次脲粮低于2克0正常么	正常一次尿量低于200正常么	negative
月经不来会不会是卵巢癌	月经不来会不会是卵巢癌	positive
女性酮房后第二天尿甬尿血怎么办	女性同房后第二天尿痛尿血怎么办	negative
如何预防成人斯帝尔病？	如何预防成人斯蒂尔病？	negative
人参归脾丸和六味地黄丸可以同时服用吗	人参归脾丸和六味地黄丸可以同时服用吗	positive
哪种肺结合不会传染	哪种肺结核不会传染	negative
大褪骨折后多久可以做膝关腺伸屈煅练	大腿骨折后多久可以做膝关节伸屈锻炼	negative
拨牙多久能正常吃辣的	拔牙多久能正常吃辣的	negative
手指关节突出一块骨头怎么回事	手指关节突出一块骨头怎么回事	positive
腺性膀胱炎会复发吗	腺性膀胱炎会复发吗	positive
日华并有什么症状？	白化病有什么症状？	negative
宝宝能吃早吗	宝宝能吃枣吗	negative
脖子肥大是怎么回事	脖子肥大是怎么回事	positive
二十天宝宝缺盖的表现	二十天宝宝缺钙的表现	negative
脳动脉周样硬吪有什么危害	脑动脉粥样硬化有什么危害	negative
男人的更黏期什么症状	男人的更年期什么症状	negative
什么是台热	什么是胎热	negative
宝宝头性偏长如何可以睡圆	宝宝头性偏长如何可以睡圆	positive
非月经期阴道出血怎么回事	非月经期阴道出血怎么回事	positive
外阴话膜肉瘤怎么办	外阴滑膜肉瘤怎么办	negative
怀孕憋不住尿怎么回事	怀孕憋不住尿怎么回事	positive
耳后上方神经痛是什么原因	耳后上方神经痛是什么原因	positive
牙里面磺渍怎么去除	牙里面黄渍怎么去除	negative
16岁糖尿病影响寿命吗	16岁糖尿病影响寿命吗	positive
增强后强化就是恶姓吗	增强后强化就是恶性吗	negative
小退的肉很紧怎么回事	小腿的肉很紧怎么回事	negative
加状腺指标高说明什么	甲状腺指标高说明什么	negative
孕妇牙银上活怎么办	孕妇牙龈上火怎么办	negative
得了痔疮疼痛怎么办	得了痔疮疼痛怎么办	positive
如何缓解化疗后喉龙痛	如何缓解化疗后喉咙痛	negative
眼睛看到黑色漂夫物怎么回事	眼睛看到黑色漂浮物怎么回事	negative
植发安全性	植发安全性	positive
如何治疗脑出血癫痫后遗症	如何治疗脑出血癫痫后遗症	positive
女人多少岁闭经	女人多少岁闭经	positive
发焼杀病毒吗	发烧杀病毒吗	negative
额窦炎怎么办	额窦炎怎么办	positive
打防疫针为什么会发烧	打防疫针为什么会发烧	positive
什么是轻度哮喘	什么是轻度哮喘	positive
亮皿圧突然降低正常吗	高血压突然降低正常吗	negative
男性尿道痒是怎么回事	男性尿道痒是怎么回事	positive
心力衰节的常见问题	心力衰竭的常见问题	negative
经常畏比是什么原因	经常胃酸是什么原因	negative
常用高尿压降压要药名	常用高血压降压药药名	negative
月动期间刚门泾挛的痛是怎么回事	月经期间肛门痉挛的痛是怎么回事	negative
心基梗塞芽疼在哪边	心肌梗死牙疼在哪边	negative
饱磷胆减钠的作用与功效	胞磷胆碱钠的作用与功效	negative
免疫组化染色检查是什么意思	免疫组化染色检查是什么意思	positive
验孕棒为什么能测出来怀孕	验孕棒为什么能测出来怀孕	positive
颈椎病喝中药能治好嘛	颈椎病喝中药能治好嘛	positive
徽创阑尾炎多久能上学	微创阑尾炎多久能上学	negative
支气管扩张手术是大手术还是微创治疗	支气管扩张手术是大手术还是微创治疗	positive
纳溢血抽畜是怎么回事	脑溢血抽搐是怎么回事	negative
屎发绿是什么原因	屎发绿是什么原因	positive
小孩换门牙多久长出来	小孩换门牙多久长出来	positive
如何治疗肩钾背神经卡压症？	如何治疗肩胛背神经卡压症？	negative
脚纽商肿痛怎么办	脚扭伤肿痛怎么办	negative
晚上咦精怎么回事	晚上遗精怎么回事	negative
子宫机瘤并发症有哪些	子宫肌瘤并发症有哪些	negative
天嘛杜仲胶馕什么功效	天麻杜仲胶囊什么功效	negative
肛门周围红种潮湿、刺痛怎么回事	肛门周围红肿潮湿、刺痛怎么回事	negative
腭咽闭合不全去医院就医要注意什么？	腭咽闭合不全去医院就医要注意什么？	positive
场胃红拉肚籽怎么治疗	肠胃疼拉肚子怎么治疗	negative
肠系林巴结友炎怎么办	肠系淋巴结发炎怎么办	negative
牙齿流血什么原因	牙齿流血什么原因	positive
澜尾在肚子的左侧还是右侧	阑尾在肚子的左侧还是右侧	negative
皮肤上长小肉粒是怎么回事	皮肤上长小肉粒是怎么回事	positive
血压低头昏吃什么东西	血压低头昏吃什么东西	positive
15天宝宝喝㚫粉量表	15天宝宝喝奶粉量表	negative
婴儿感冒该怎么办	婴儿感冒该怎么办	positive
怎么把鼻子变小	怎么把鼻子变小	positive
地曲孕酮为什么在排卵后三天吃	地屈孕酮为什么在排卵后三天吃	negative
旱射要看什么科	早射要看什么科	negative
荫道酵母菌创染:为什么会反复发生较母菌感染？	阴道酵母菌感染:为什么会反复发生酵母菌感染？	negative
重度梗阻性脑积水能治好吗	重度梗阻性脑积水能治好吗	positive
哺乳期胸部痒是为什么	哺乳期胸部痒是为什么	positive
HOV和酶毒的区别是什么	HPV和梅毒的区别是什么	negative
检查精子质量多少钱	检查精子质量多少钱	positive
避孕药搭配维c还是维e	避孕药搭配维c还是维e	positive
治肺癌最好的药	治肺癌最好的药	positive
孩子缺钙怎么补快一点	孩子缺钙怎么补快一点	positive
无症状性但白尿预后	无症状性蛋白尿预后	negative
一个半月可以排除尖瑞吗	一个半月可以排除尖锐吗	negative
高皿压开发症	高血压并发症	negative
腿上有黑色疙瘩怎么回事	腿上有黑色疙瘩怎么回事	positive
高血压病治疗药物分类	高血压病治疗药物分类	positive
以郁症：心理冻力字期法和其他鑫理期华有何不同？	抑郁症：心理动力学疗法和其他心理疗法有何不同？	negative
保工入流真的不刮宫吗	保宫人流真的不刮宫吗	negative
如何预防乳旁四虫病？	如何预防乳房丝虫病？	negative
目前眼抖临床上对近视控制效果最好的方法是什么	目前眼科临床上对近视控制效果最好的方法是什么	negative
疲钮巴的病因有哪些？	脾扭转的病因有哪些？	negative
骶管囊肿能自愈吗？	骶管囊肿能自愈吗？	positive
堵乃发烧怎么办	堵奶发烧怎么办	negative
宝宝不爱喝水是怎么回事	宝宝不爱喝水是怎么回事	positive
食道癌晚期死前症状	食道癌晚期死前症状	positive
拔完智齿第二天验种了怎么回事	拔完智齿第二天脸肿了怎么回事	negative
宝宝感冒没胃口吃什么好	宝宝感冒没胃口吃什么好	positive
2月婴儿鼻子呼哧呼哧是怎么回事	2月婴儿鼻子呼哧呼哧是怎么回事	positive
胆源性慢性胰腺炎去医院就医要注意什么？	胆源性慢性胰腺炎去医院就医要注意什么？	positive
儿童过敏性结莫研怎么办	儿童过敏性结膜炎怎么办	negative
部节炎和骨质増升的常用药有什么	关节炎和骨质增生的常用药有什么	negative
心律失赏:心藏病与心脏性卒塞	心律失常:心脏病与心脏性猝死	negative
头昏恼脏是什么原因	头昏脑胀是什么原因	negative
做完化疗吃什么比较好	做完化疗吃什么比较好	positive
LIBS的意义	TIPS的意义	negative
液臭手术后产生哪些后遗症？	腋臭手术后产生哪些后遗症？	negative
六个月宝宝大便绿色怎么回事	六个月宝宝大便绿色怎么回事	positive
太阳穴肌肉跳动的厉害怎么办	太阳穴肌肉跳动的厉害怎么办	positive
姨妈来了可以拔罐么	姨妈来了可以拔罐么	positive
潜母证饮食要注意什么	尿毒症饮食要注意什么	negative
外露钢针多少天可以拔	外露钢针多少天可以拔	positive
四个月的宝宝犮于标准	四个月的宝宝发育标准	negative
宝宝体重发育迟缓怎么办	宝宝体重发育迟缓怎么办	positive
女性旁光感觉老有尿意怎么回事	女性膀胱感觉老有尿意怎么回事	negative
什么是阿昔洛韦软膏	什么是阿昔洛韦软膏	positive
下颤能做射频俏融吗	房颤能做射频消融吗	negative
头痈心理不鼠服咋回事	头痛心里不舒服咋回事	negative
杆门步胆管癌术后常见并发症	肝门部胆管癌术后常见并发症	negative
嘴唇难看可以整形吗	嘴唇难看可以整形吗	positive
有丙肝是不是有艾滋病	有丙肝是不是有艾滋病	positive
奥硝唑阴道栓的功效与作用	奥硝唑阴道栓的功效与作用	positive
白带褐色、伴有小腹微痛该怎么办	白带褐色、伴有小腹微痛该怎么办	positive
玛齿苋治胄炎吗	马齿苋治胃炎吗	negative
高薛押需要通过防多治疗吗	高血压需要通过放血治疗吗	negative
胃系摸血管闭塞有什么症状	肠系膜血管闭塞有什么症状	negative
热射病和日射病的医学介绍	热射病和日射病的医学介绍	positive
孕酮6.1保胎成功案例	孕酮6.1保胎成功案例	positive
孩子发烧单核细胞高怎么回事	孩子发烧单核细胞高怎么回事	positive
哮喘的典型表现是什么	哮喘的典型表现是什么	positive
肛裂用马应龙还是太宁栓	肛裂用马应龙还是太宁栓	positive
婴儿手脚乱蹬非常有劲有事吗	婴儿手脚乱蹬非常有劲有事吗	positive
中耳炎共用掏耳勺会传染吗	中耳炎共用掏耳勺会传染吗	positive
骨折复位的标准	骨折复位的标准	positive
糖杘病人能吃蓝每吗	糖尿病人能吃蓝莓吗	negative
九个月沷稍39度怎么办	九个月发烧39度怎么办	negative
小孩眼境荭有眼屎怎么回事	小孩眼睛红有眼屎怎么回事	negative
肺炎的肺泡和正常肺泡的区别	肺炎的肺泡和正常肺泡的区别	positive
用太网修补颅骨手术有哪些风险	用钛网修补颅骨手术有哪些风险	negative
坏孕控孕襄有什么征兆	怀孕空孕囊有什么征兆	negative
春梦遗精是什么原因	春梦遗精是什么原因	positive
甲型肝炎:甲肝患者如何进行饮食调理？	甲型肝炎:甲肝患者如何进行饮食调理？	positive
如何治疗前置胎盘？	如何治疗前置胎盘？	positive
尤因内瘤有什么症状？	尤因肉瘤有什么症状？	negative
肺气肿鉴别诊断有哪些	肺气肿鉴别诊断有哪些	positive
新生儿肚脐脱落了怎么处理	新生儿肚脐脱落了怎么处理	positive
大姨妈嘿瑟血块是怎么回事	大姨妈黑色血块是怎么回事	negative
颅馉修补太网外霜不取会怎么样？	颅骨修补钛网外露不取会怎么样？	negative
杯晕几个月算枣产	怀孕几个月算早产	negative
青少年鼻炎症状有哪些	青少年鼻炎症状有哪些	positive
颈椎痛导致头痛怎么治	颈椎痛导致头痛怎么治	positive
阑尾炎可以打止疼针吗	阑尾炎可以打止疼针吗	positive
哪些人容易白然硫产	哪些人容易自然流产	negative
维笙素B1可以缓解项椎病吗	微生素B1可以缓解颈椎病吗	negative
如何治疗间歇依赖型尖端扭转型室性心动过速？	如何治疗间歇依赖型尖端扭转型室性心动过速？	positive
躺着无缘无故流眼泪是怎么回事	躺着无缘无故流眼泪是怎么回事	positive
什么是宝宝颅发育尺锾	什么是宝宝脑发育迟缓	negative
创伤性兼关生浅脱位去医院就医要注意什么？	创伤性肩关节前脱位去医院就医要注意什么？	negative
脑梗塞偏摊康复训练手法	脑梗塞偏瘫康复训练手法	negative
癌前病变能治好吗癌前病变	癌前病变能治好吗癌前病变	positive
视乳头的位置视乳头	视乳头的位置视乳头	positive
顽固性头痛之----颈源性头痛	顽固性头痛之----颈源性头痛	positive
高血压危象药物治疗首选	高血压危象药物治疗首选	positive
月泾来做阑尾炎手术可以吗	月经来做阑尾炎手术可以吗	negative
更年期潮热吃黑豆可以吗	更年期潮热吃黑豆可以吗	positive
肛门肿瘤和痔疮的区别	肛门肿瘤和痔疮的区别	positive
老年人感冒怎么办	老年人感冒怎么办	positive
后恼勺被撞了后头晕头疼怎么办	后脑勺被撞了后头晕头疼怎么办	negative
滑膜炎考碘一次烤多长时间	滑膜炎烤电一次烤多长时间	negative
怀孕:35岁及以上女性如何进行基因筛查	怀孕:35岁及以上女性如何进行基因筛查	positive
甲醛0.3宝宝住了一年有影响么	甲醛0.3宝宝住了一年有影响么	positive
必剂是什么药	铋剂是什么药	negative
场梗阻排气了没大便可以吃什么	肠梗阻排气了没大便可以吃什么	negative
胸腔积水怎么办	胸腔积水怎么办	positive
炎精感染真俊早期症状	眼睛感染真菌早期症状	negative
臂从麻醉木后需要注意什么	臂丛麻醉术后需要注意什么	negative
治疗慢姓腹泻的药物都有哪些	治疗慢性腹泻的药物都有哪些	negative
毛发移殖后需要定期去医院做护锂吗	毛发移植后需要定期去医院做护理吗	negative
脑出雪最常见病因	脑出血最常见病因	negative
缓解腰椎间盘最好的中成药有哪些	缓解腰椎间盘最好的中成药有哪些	positive
孕晚期突然屁股骨头痛怎么回事	孕晚期突然屁股骨头痛怎么回事	positive
如何治疗外伤性乳糜胸？	如何治疗外伤性乳糜胸？	positive
梅毒诊与一般坯疹区别	梅毒疹与一般皮疹区别	negative
解尿脲圆体Dma阳性是什么意思	解脲脲原体DNA阳性是什么意思	negative
射伤莫名其妙的疡起包是什么病	身上莫名其妙的痒起包是什么病	negative
肺结核留下的磨波璃低节特证	肺结核留下的磨玻璃结节特征	negative
甲醛会引起鼻子流血吗	甲醛会引起鼻子流血吗	positive
小儿肥胖型生殖无㴰综合征的病因有哪些？	小儿肥胖性生殖无能综合征的病因有哪些？	negative
杯孕四十天流产的危害	怀孕四十天流产的危害	negative
埔宫英姜血压的喝法	蒲公英降血压的喝法	negative
孕早期鼻子不通汽怎么回事	孕早期鼻子不通气怎么回事	negative
3M8210口罩能不能阻止赶冒病毒	3M8210口罩能不能阻止感冒病毒	negative
孕酮低怎么解决	孕酮低怎么解决	positive
鬼头太过莓感怎么办	龟头太过敏感怎么办	negative
痛风吃碳酸氢呐片作用	痛风吃碳酸氢钠片作用	negative
手肘骨头疼是怎么回事	手肘骨头疼是怎么回事	positive
痛风墨木尔能吃吗	痛风黑木耳能吃吗	negative
小腿上有明显的清色血管怎么回事	小腿上有明显的青色血管怎么回事	negative
子宫异常出血九大原因	子宫异常出血九大原因	positive
脊锥病怎么回事	颈椎病怎么回事	negative
卢内感染的症状有哪些	颅内感染的症状有哪些	negative
杂菌性阴道炎怎么治疗好	杂菌性阴道炎怎么治疗好	positive
为什么上班老是打嗑睡	为什么上班老是打瞌睡	negative
脸上豆子怎么治疗	脸上痘子怎么治疗	negative
唯疼到后背疼怎么回事	胃疼到后背疼怎么回事	negative
甲氧率普安片什么时候吃	甲氧氯普胺片什么时候吃	negative
安装滂胱起搏器的患者生活中需要注意哪些	安装膀胱起搏器的患者生活中需要注意哪些	negative
儿童白血病:孩子化疗期间吃不下饭，如何补充营养？	儿童白血病:孩子化疗期间吃不下饭，如何补充营养？	positive
氟康唑治灰指甲吗	氟康唑治灰指甲吗	positive
前列腺肥大怎么治疗效果好	前列腺肥大怎么治疗效果好	positive
硫产前兆表现	流产前兆表现	negative
强直型脊柱沿做CT能查出来吗	强直性脊柱炎做CT能查出来吗	negative
二岁半宝宝叫脚疼怎么办	二岁半宝宝叫脚疼怎么办	positive
洋奶粉的危害	羊奶粉的危害	negative
烟雾病的早期症状怎么治疗	烟雾病的早期症状怎么治疗	positive
胆囊炎可以吃螃蟹吗	胆囊炎可以吃螃蟹吗	positive
跟管治聊可以哺乳吗	根管治疗可以哺乳吗	negative
肝阳上亢高血压泡什么茶	肝阳上亢高血压泡什么茶	positive
女性铁胆百偏低危害	女性铁蛋白偏低危害	negative
牙银发炎吃什么消炎药	牙龈发炎吃什么消炎药	negative
纵隔仲瘤如何治疗	纵膈肿瘤如何治疗	negative
阳痿早泄吃什么药比较好	阳痿早泄吃什么药比较好	positive
股骨头酚碎型骨折有什么后果	股骨头粉碎性骨折有什么后果	negative
疾病症明书怎么开	疾病证明书怎么开	negative
肝源性糖尿病	肝源性糖尿病	positive
输卵管造影记哪种最好	输卵管造影剂哪种最好	negative
割了澜尾炎又复发了怎么回事	割了阑尾炎又复发了怎么回事	negative
肠哽阻能吃菜吗	肠梗阻能吃菜吗	negative
细菌性阴道炎的病因是什么	细菌性阴道炎的病因是什么	positive
老年人右脚痛怎样治疗	老年人右脚痛怎样治疗	positive
卡马西平能长期服用吗	卡马西平能长期服用吗	positive
如何确定自己是否有慢性胃炎	如何确定自己是否有慢性胃炎	positive
五个月宝宝的头偏的很厉害怎么办	五个月宝宝的头偏的很厉害怎么办	positive
超声检查为什么涂蓖嘛由	超声检查为什么涂蓖麻油	negative
蒲公英水里能放峰秘吗	蒲公英水里能放蜂蜜吗	negative
成熟形及胎瘤是良性吗	成熟型畸胎瘤是良性吗	negative
中药在大肠癌治疗中的作用	中药在大肠癌治疗中的作用	positive
无痛化康复：关节粘连患者的福音	无痛化康复：关节粘连患者的福音	positive
有一种病，叫张口困难	有一种病，叫张口困难	positive
滤泡憎生性烟炎能治好吗	滤泡增生性咽炎能治好吗	negative
小孩查徽量远素怎么查	小孩查微量元素怎么查	negative
偂烈腺超声介入有什么并发症	前列腺超声介入有什么并发症	negative
臭氧可以杀灭冠状病毒吗	臭氧可以杀灭冠状病毒吗	positive
盆腔积液注意什么	盆腔积液注意什么	positive
养心安神丸的作用	养心安神丸的作用	positive
中枢神经系统白血病该如何治疗	中枢神经系统白血病该如何治疗	positive
高血压三级极高危治疗	高血压三级极高危治疗	positive
一到晚上右耳朵嗡嗡响怎么办	一到晚上右耳朵嗡嗡响怎么办	positive
心肌缺血会引起房颤吗	心肌缺血会引起房颤吗	positive
新生儿晕睡不吃奶是怎么回事	新生儿昏睡不吃奶是怎么回事	negative
h端脑钠太浅体正常值	n端脑钠肽前体正常值	negative
婴儿吃奶时哭恼争扎	婴儿吃奶时哭闹挣扎	negative
玻一定和什么降压药联核用降压效果比较好	波依定和什么降压药联合用降压效果比较好	negative
躯干发育异常去医院就医要注意什么？	躯干发育异常去医院就医要注意什么？	positive
消石利胆胶囊饭前吃吗	消石利胆胶囊饭前吃吗	positive
上嘴唇突然肿怎么消肿	上嘴唇突然肿怎么消肿	positive
月精期可以喝较原蛋白吗	月经期可以喝胶原蛋白吗	negative
机注皇体铜几天来日经	肌注黄体酮几天来月经	negative
肺刀咳合即的作用	肺力咳合剂的作用	negative
小孩卵圆孔未闭合该怎么办	小孩卵圆孔未闭合该怎么办	positive
燕孀是必需的吗？	眼霜是必需的吗？	negative
颈锥性炫晕怎么回事	颈椎性眩晕怎么回事	negative
烂围炎手术微创和晋通手术的区别	阑尾炎手术微创和普通手术的区别	negative
为什么快到冻天就咳嗖	为什么快到冬天就咳嗽	negative
乙肝大三炎能治好吗	乙肝大三阳能治好吗	negative
治疗雀斑一般价格多少	治疗雀斑一般价格多少	positive
胃、石二纸肠溃疡川轧	胃、十二指肠溃疡穿孔	negative
大恼动静脉畸形怎么治疗	大脑动静脉畸形怎么治疗	negative
宫颈锥切手术的麻醉方式	宫颈锥切手术的麻醉方式	positive
炎带的去除方法	眼袋的祛除方法	negative
乙胖赚胺酶高怎么调理	乙肝转氨酶高怎么调理	negative
一岁九个月宝宝的智力标准	一岁九个月宝宝的智力标准	positive
胶囊制剂的药品可以把胶囊壳拔掉服用吗	胶囊制剂的药品可以把胶囊壳拔掉服用吗	positive
突然间头痛怎么回事啊	突然间头痛怎么回事啊	positive
11岁出汗多是什么原因	11岁出汗多是什么原因	positive
口呛匮炀能用康复新也吗	口腔溃疡能用康复新液吗	negative
老人腰椎管狭窄的症状	老人腰椎管狭窄的症状	positive
血唐22严重吗	血糖22严重吗	negative
肚子发惹痛是怎么回事	肚子发热痛是怎么回事	negative
嘴角裂开是什么原因呢	嘴角裂开是什么原因呢	positive
一年四季身体都是热的正常吗	一年四季身体都是热的正常吗	positive
为什么抑郁正昼重腋轻	为什么抑郁症昼重夜轻	negative
下肢静脉血全症怎么治疗	下肢静脉血栓症怎么治疗	negative
做肝攻能能查出肝炎吗	做肝功能能查出肝炎吗	negative
漆膝疼怎么办	膝盖疼怎么办	negative
荨麻疹吃唯生素a行吗	荨麻疹吃维生素c行吗	negative
a-羟丁乳酸脱氢酶偏高怎么回事	a-羟丁乳酸脱氢酶偏高怎么回事	positive
老年人腹部积水严重吗	老年人腹部积水严重吗	positive
肺结核死亡率是多少	肺结核死亡率是多少	positive
颈锥病症状怎么缓解	颈椎病症状怎么缓解	negative
外阴骚痒分泌豆腐渣状怎么回事外阴瘙	外阴瘙痒分泌豆腐渣状怎么回事外阴瘙	negative
啃里犮热怎么治疗	嘴里发热怎么治疗	negative
乳腺癌放疗25次多少钱	乳腺癌放疗25次多少钱	positive
小孩得肺焱严重吗	小孩得肺炎严重吗	negative
多少天做b超	多少天做b超	positive
小孩咳嗦老吐怎么办	小孩咳嗽老吐怎么办	negative
小孩脸上长治怎么去除	小孩脸上长痣怎么去除	negative
睡不好头痛怎么回事	睡不好头痛怎么回事	positive
龋齿	龋齿	positive
感觉结耳到阴经跟部能排出吗	感觉结石到阴茎根部能排出吗	negative
孕期脂肪肝应该怎么安排饮食	孕期脂肪肝应该怎么安排饮食	positive
结缔组织病相关性肺动脉高压有什么症状？	结缔组织病相关性肺动脉高压有什么症状？	positive
卢骨前窝馉折的分型	颅骨前窝骨折的分型	negative
皮夫基氐细胞癌要紧吗	皮肤基底细胞癌要紧吗	negative
胎盘在左测壁应该怎么睡	胎盘在左侧壁应该怎么睡	negative
血脲颜色分类	血尿颜色分类	negative
白痰带血丝怎么办好	白痰带血丝怎么办好	positive
HPV病毒是什么	HPV病毒是什么	positive
烫伤后伤口周围浮种怎么办	烫伤后伤口周围浮肿怎么办	negative
宝宝拉大便有笔涕黏液怎么回事	宝宝拉大便有鼻涕粘液怎么回事	negative
胸膜炎患者可以喝酵素吗	胸膜炎患者可以喝酵素吗	positive
笑腹隐隐作痛月径不来是怎么回事	小腹隐隐作痛月经不来是怎么回事	negative
小儿感冒颗粒跟小儿氨酚黄那敏颗粒	小儿感冒颗粒跟小儿氨酚黄那敏颗粒	positive
为什么做完根管治疗牙还疼	为什么做完根管治疗牙还疼	positive
慢姓心肌炎可以治愈吗	慢性心肌炎可以治愈吗	negative
早期宫径癌做LSF检查可以发现吗	早期宫颈癌做TCT检查可以发现吗	negative
哺乳期能吃柿子吗	哺乳期能吃柿子吗	positive
避孕环用多久	避孕环用多久	positive
肛周湿疹怎么办	肛周湿疹怎么办	positive
细菌性痢疾就是肠炎吗	细菌性痢疾就是肠炎吗	positive
血管手术怎么做	血管手术怎么做	positive
炭酸氢钠治副科病管用吗	碳酸氢钠治妇科病管用吗	negative
子宫内膜异位征导致的痛经，如何应对？	子宫内膜异位症导致的痛经，如何应对？	negative
前列腺炎癌什么症状	前列腺炎癌什么症状	positive
疣和息肉的区别有哪些	疣和息肉的区别有哪些	positive
糖尿病植物神经病变怎么办	糖尿病植物神经病变怎么办	positive
高血糖可以吃红薯吗	高血糖可以吃红薯吗	positive
扭月径可以吃木薯吗	来月经可以吃木薯吗	negative
贲门炎治疗最佳方案	贲门炎治疗最佳方案	positive
正常颅内压是多少mmhg	正常颅内压是多少mmhg	positive
舒乐安定的副作用及不良反应	舒乐安定的副作用及不良反应	positive
吃算便秘吗	吃蒜便秘吗	negative
清官10天小幅隐隐作痛怎么回事	清宫10天小腹隐隐作痛怎么回事	negative
糖尿病视网膜病变的护理	糖尿病视网膜病变的护理	positive
贴鸡眼膏可以洗脚吗	贴鸡眼膏可以洗脚吗	positive
动咏榕拴术要开刀吗	动脉溶栓术要开刀吗	negative
带状疱疹患者需要用营养神经的药物吗？	带状疱疹患者需要用营养神经的药物吗？	positive
白带脓细胞2+怎么回事	白带脓细胞2+怎么回事	positive
洁扎后会自然怀孕吗	结扎后会自然怀孕吗	negative
吃渔长胖吗	吃鱼长胖吗	negative
查骨密度挂什么科	查骨密度挂什么科	positive
男性因部百手是怎么回事	男性阴部白发是怎么回事	negative
恼楚尿要多久恢复	脑出血要多久恢复	negative
怎么才能瘦咬肌	怎么才能瘦咬肌	positive
过敏性濞炎黑眼圈成因	过敏性鼻炎黑眼圈成因	negative
蜈蚣治疗阳痿吗	蜈蚣治疗阳痿吗	positive
小孩败血正的症状表现	小孩败血症的症状表现	negative
蹲了一会儿站起来头晕眼发黑是怎么回事	蹲了一会儿站起来头晕眼发黑是怎么回事	positive
静脉曲张穿弹力哇有用吗	静脉曲张穿弹力袜有用吗	negative
打胰岛素疼吗	打胰岛素疼吗	positive
做icn检查会是宫径线吗	做tct检查会是宫颈癌吗	negative
胆结石不能吃柿子吗	胆结石不能吃柿子吗	positive
治疗血友病有常规的药物吗	治疗血友病有常规的药物吗	positive
抠头皮油脂粒危害	抠头皮油脂粒危害	positive
窦性心动过速怎么办？	窦性心动过速怎么办？	positive
环酯红霉素的作用	环酯红霉素的作用	positive
挖耳朵多深会挖到耳膜怎么回事	挖耳朵多深会挖到耳膜怎么回事	positive
新蒄病毒检测报告单怎么看	新冠病毒检测报告单怎么看	negative
丘斑疹	斑丘疹	negative
打完嘛药为什么2个小时才能吃东西	打完麻药为什么2个小时才能吃东西	negative
右脚脚面疼怎么回事	右脚脚面疼怎么回事	positive
便便有雪为何原因	大便有血为何原因	negative
男孩变声后还会长高吗	男孩变声后还会长高吗	positive
伉O偏高是什么意思	抗O偏高是什么意思	negative
白带有臭味怎么回事	白带有臭味怎么回事	positive
肺部节节手术费用八万吗	肺部结节手术费用八万吗	negative
婴儿4天不大遍正常吗	婴儿4天不大便正常吗	negative
婴幼儿能吃峰秘吗	婴幼儿能吃蜂蜜吗	negative
胀奶发烧和感冒发烧的区别	胀奶发烧和感冒发烧的区别	positive
乳腺癌三级怎么治疗	乳腺癌三级怎么治疗	positive
梨治便泌吗	梨治便秘吗	negative
二分舟骨是什么	二分舟骨是什么	positive
视网膜脱落术后多长时间可以开车	视网膜脱落术后多长时间可以开车	positive
如何治疗猎肿委蚴症？	如何治疗猪囊尾蚴病？	negative
HPV感染影响坏孕吗	HPV感染影响怀孕吗	negative
脸部皮夫下垂如何改善	脸部皮肤下垂如何改善	negative
怎么治疗孝喘好的快	怎么治疗哮喘好的快	negative
骗头疼能引起青胱眼吗	偏头疼能引起青光眼吗	negative
普瑞巴林是几级止痛药	普瑞巴林是几级止痛药	positive
强直性肌营养不良症	强直性肌营养不良症	positive
肾膜炎患者适合吃什么饭	肾膜炎患者适合吃什么饭	positive
小儿军团菌病	小儿军团菌病	positive
先开性辛脏病可以活多久	先天性心脏病可以活多久	negative
大褪外侧摸尚去木墓的怎么回事	大腿外侧摸上去木木的怎么回事	negative
细棵粒物的危害	细颗粒物的危害	negative
左止踝骨拆什么时候好	左外踝骨折什么时候好	negative
皮下出血点是什么原因皮下出血点	皮下出血点是什么原因皮下出血点	positive
怎样治好胆节石	怎样治好胆结石	negative
什么是跖疣/掌疣？	什么是跖疣/掌疣？	positive
先添性足畸型的手术费用高吗？	先天性足畸形的手术费用高吗？	negative
尿液是白色的怎么回事	尿液是白色的怎么回事	positive
睡眠障碍和周期性肢体运动障碍	睡眠障碍和周期性肢体运动障碍	positive
犬脑坯层下点样缺血灶怎么办	大脑皮层下点样缺血灶怎么办	negative
肝功能检查直接胆红素偏高怎么办	肝功能检查直接胆红素偏高怎么办	positive
咦岛宿对糖尿病的危害	胰岛素对糖尿病的危害	negative
糖拔病密月期是什么意思	糖尿病蜜月期是什么意思	negative
孕38周胎动频繁是怎么回事	孕38周胎动频繁是怎么回事	positive
孕妇偶尔刻嗽怎么办	孕妇偶尔咳嗽怎么办	negative
淋巴细胞数偏高要紧吗	淋巴细胞数偏高要紧吗	positive
内斜视如何治	内斜视如何治	positive
系膜曾生性肾小丘沈炎能治愈吗	系膜增生性肾小球肾炎能治愈吗	negative
复发性单纯疱疹怎么治疗	复发性单纯疱疹怎么治疗	positive
高皿压推没劲发软怎么回事	高血压腿没劲发软怎么回事	negative
静买蛐张小退发紫怎么回事	静脉曲张小腿发紫怎么回事	negative
老攻脉硬化伴发的精神瞕碍的病因有哪些？	脑动脉硬化伴发的精神障碍的病因有哪些？	negative
澜伟炎病因概述	阑尾炎病因概述	negative
尿道炎流脓吃什么药	尿道炎流脓吃什么药	positive
高甲恤症引起心葎失常注射首选的药物	高钾血症引起心律失常注射首选的药物	negative
