source	target	type
我之所以喜欢朱自清的散文的原因，一是他作品的语言优美，二是他独特的人格魅力。	我之所以喜欢朱自清的散文，一是他的作品语言优美，二是他独特的人格魅力。	negative
具备良好的心理素质，是我们中考能否取得好成绩的条件之一。	具备良好的心理素质，是我们中考能否取得好成绩的条件之一。	positive
江苏教育部门虽然对2010年等级要求还没有明确表态，但从目前清华大学招办反馈的信息看，清华认为2009年“AA+”这一等级要求比较合理。	江苏教育部门虽然对2010年等级要求还没有明确表态，但从目前清华大学招办反馈的信息看，清华认为2009年“AA+”这一等级要求比较合理。	positive
在APEC框架下，中国发起成立亚太示范电子口岸网络（APMEN），推动实现供应链系统数据互通、互用，大大增强了通关效率，降低了贸易成本。	在APEC框架下，中国发起成立亚太示范电子口岸网络（APMEN），推动实现供应链系统数据互通、互用，大大增强了通关效率，降低了贸易成本。	positive
我市今年将扩大新区的建设力度，把它建为一个集行政、办公、旅游、度假、教育科研于一体的现代化新城。	我市今年将扩大新区的建设力度，把它建为一个集行政、办公、旅游、度假、教育科研于一体的现代化新城。	positive
研究数据显示，如植物奶油、人造黄油等人造反式脂肪会对人体造成多种危害，尤其是显著提高罹患心血管疾病的危险。	研究数据显示，如植物奶油、人造黄油等人造反式脂肪会对人体造成多种危害，尤其是显著提高罹患心血管疾病的危险。	positive
敏捷的才思、广博的知识和充分的准备是辩论取胜的前提，而流畅的表达则是辩论胜败的关键。	敏捷的才思、广博的知识和充分的准备是辩论取胜的前提，而流畅的表达则是辩论胜败的关键。	positive
据调查，很多机构商家宣传大数据来自于教育部、考试院，但被相关部门否认。	据调查，很多机构商家宣传大数据来自于教育部、考试院，但被相关部门否认。	positive
济南森林公园是采取以鲜花为主题的休闲观光园，踏入森林古树般的景区大门，游客能感悟到各色花簇争奇斗艳的生态魅力。	济南森林公园是采取以鲜花为主题的休闲观光园，踏入古森林树般的景区大门，游客能感悟到各色花簇争奇斗艳的生态魅力。	negative
在本次比赛中，四川男排为了一举夺得冠军，尽谴全部主力队员上阵。	在本次比赛中，四川男排为了一举夺得冠军，尽遣全部主力队员上阵。	negative
各成员国强调，要发挥联合国在国际关系中起核心协调作用，维护世界和平，在国家平等关系的基础上，促进双边和多边合作不断发展。	各成员国强调，要发挥联合国在国际关系中起核心协调作用，维护世界和平，在国家平等关系的基础上，促进双边和多边合作不断发展。	positive
深圳文化是伴随着经济的快速起飞形成的，是一种以对外开放为现实背景，与深圳的现代化相适应，具有新颖性、多样性等特点的新都市。	深圳文化是伴随着经济的快速起飞形成的，是一种以对外开放为现实背景，与深圳的现代化相适应，具有新颖性、多样性等特点的新都市。	positive
依据国外研究人员的一项研究结果显示，闲时懒散不动的人在生物学意义上比闲时进行锻炼的人平均要衰老十岁。	依据国外研究人员的一项研究结果显示，闲时懒散不动的人在生物学意义上比闲时进行锻炼的人平均要衰老十岁。	positive
城镇化攸关到亿万人民的生活质量，它不是简单的城镇人口增加和城市面积扩张，而是在人居环境、社会保障、生活方式等方面实现由“乡”到“城”的转变。	城镇化攸关到亿万人民的生活质量，它不是简单的城镇人口增加和城市面积扩张，而是在人居环境、社会保障、生活方式等方面实现由“乡”到“城”的转变。	positive
红旗河沟站在30日下午4点半至晚上7点半期间迎来了返乡客流高峰，这一天全部客流超过17万多人次，而31日则锐减到11万人次。	红旗河沟站在30日下午4点半至晚上7点半期间迎来了返乡客流高峰，这一天全部客流超过17万多人次，而31日则锐减到11万人次。	positive
为了满足迎合中国游客的口味，美国不少连锁酒店针对中国游客的需要，煞费苦心，纷纷改进酒店服务，增加房间内设施，如提供有汉语频道的电视，提供电热水壶等。	为了满足迎合中国游客的口味，美国不少连锁酒店针对中国游客的需要，煞费苦心，纷纷改进酒店服务，增加房间内设施，如提供有汉语频道的电视，提供电热水壶等。	positive
杨绛先生一生钻研文学与翻译，精通多国语言，她翻译的《堂吉诃德》被公认为堪称典范的中译本。	杨绛先生一生钻研文学与翻译，精通多国语言，她翻译的《堂吉诃德》被公认为堪称典范的中译本。	positive
随着城市化进程，由征地拆迁引发的矛盾日益凸显，造成这一局面的重要原因在于城乡之间“同地不同权”、“同地不同价”。	随着城市化进程，由征地拆迁引发的矛盾日益凸显，造成这一局面的重要原因在于城乡之间“同地不同权”、“同地不同价”。	positive
由于种粮效应较低等原因，农民对发展农业生产兴趣不大，据统计，大相村今年全村耕地拓荒面积大约达到43%以上。	由于种粮效应较低等原因，农民对发展农业生产兴趣不大，据统计，大相村今年全村耕地拓荒面积大约达到43%以上。	positive
2016年7月份，山东省枣庄市市中区实施的城区灯光亮化工程，推进了枣庄市的环境综合整治，提高了城市的形象和品位。	2016年7月份，山东省枣庄市市中区实施的城区灯光亮化工程，推进了枣庄市的环境综合整治，提高了城市的形象和品位。	positive
电子科技大学宜宾研究院项目奠基仪式举行，标志着电子科大和宜宾的合作进入一个崭新阶段具有重大意义。	电子科技大学宜宾研究院项目奠基仪式举行，具有重大意义，标志着电子科大和宜宾的合作进入一个崭新阶段。	negative
果壳网的“谣言粉碎机”能够粉碎社公上流传的谣言，让科学和人众需求产生联系，日均浏览量超过375万次以上。	果壳网的“谣言粉碎机”能够粉碎社交上流传的谣言，让科学和公众需求产生联系，日均浏览量超过375万次。	negative
如果我们能够看准时机，把握机会，那么今天所投资百万元带来的效益，恐怕是五年后投资千万元也比不上的。	如果我们能够看准时机，把握机会，那么今天所投资百万元带来的效益，恐怕是五年后投资千万元也比不上的。	positive
调查表明，我们无论怎样压减燃煤、严格控车、调整产业、强化管理，雾霾天气的治理都将是长期的工作，不可一暴十寒。	调查表明，我们无论怎样压减燃煤、严格控车、调整产业、强化管理，雾霾天气的治理都将是长期的工作，不可一暴十寒。	positive
玉溪师院附中于2017年4月26日在玉溪师院图书馆举办了第三十八期玉溪市以“勤以敬业，仁而奉献”为主题的“道德讲堂”。	玉溪师院附中于2017年4月26日在玉溪师院图书馆举办了第三十八期玉溪师院以“勤以敬业，仁而奉献”为主题的“道德讲堂”。	negative
校庆活动期间，我校高度重视安全教育，采取多种措施做好安全工作，以防止出现校园踩踏事件的发生。	校庆活动期间，我校高度重视安全教育，采取多种措施做好安全工作，以防止出现校园踩踏事件发生。	negative
国家环保总局副局长表示，环保总局将重点研究如何利用绿色国民经济核算结果来制定相关的污染治理、环保税收、生态补偿等环境经济管理。	国家环保总局副局长表示，环保总局将重点研究如何利用绿色国民经济核算结果来制定相关的污染治理、环保税收、生态补偿等环境经济管理。	positive
《祝福》《项脊轩志》《素芭》等文章中的主人公如尘泥草芥，读者看不到奋起一击的英雄气概，感受不到深广强劲的英勇精神，这是否就表明这些人物不具备价值了呢？答案不用说就不言自明。	《祝福》《项脊轩志》《素芭》等文章中的主人公如尘泥草芥，读者看不到奋起一击的英雄气概，感受不到深广强劲的英勇精神，这是否就表明这些人物不具备价值了呢？答案不言自明。	negative
专家强调，公共场所戒烟规定远不能解决我国公共场所的烟害问题，国家控烟立法已经刻不容缓，劝阻青少年戒烟也显得尤为重要。	专家强调，公共场所戒烟规定远不能解决我国公共场所的烟害问题，国家控烟立法已经刻不容缓，劝阻青少年戒烟也显得尤为重要。	positive
熟悉美国法律的司法研究博士游天龙称，美国警方逮捕相关案件的证据标准很低，嫌疑人被逮捕不等于犯罪行为成立。	熟悉美国法律的司法研究博士游天龙称，美国警方逮捕相关案件的证据标准很低，嫌疑人被逮捕不等于犯罪行为成立。	positive
进入2008年1月份以来，济南二手房交易量持续下降的原因是2007年国家实行了一系列的宏观政策，让投资性购房成本加大所导致的。	进入2008年1月份以来，济南二手房交易量持续下降的原因是2007年国家实行了一系列的宏观政策，让投资性购房成本增加所导致的。	negative
该研究团队揭示了用化学方法制备干细胞的科学原理，开发了简单、高效制备干细胞的新技术，为优化制备途径提供了新的科学视角和解决方案。	该研究团队揭示了用化学方法制备干细胞的科学原理，开发了简单、高效制备干细胞的新技术，为优化制备途径提供了新的科学视角和解决方案。	positive
要帮助贫苦地区群众提高文化素质和就业能力，努力解决因病致贫问题，打开孩子们通过学习成长、青壮年通过多渠道就业改变命运，坚决解决贫困现象代际传递问题。	要帮助贫苦地区群众提高文化素质和就业能力，努力解决因病致贫问题，打开孩子们通过学习成长、青壮年通过多渠道就业改变命运，坚决解决贫困现象代际传递问题。	positive
大家在写文章时，一定要注意表达真情实感，切忌不要胡编乱造。	大家在写文章时，一定要注意表达真情实感，切忌胡编乱造。	negative
狄仁杰指着贪官污吏，喝道：“不是不报，时辰未到。今天是你们的死期到了！”。	狄仁杰指着贪官污吏，喝道：“不是不报，时辰未到。今天是你们的死期到了！”。	positive
当前，大江东正在全方位打造智造谷、智慧谷、科创谷、金融小镇等一批创业创新平台，同时创建特色小镇等项目正有序推进，将全面提升大江东产城融合的步伐。	当前，大江东正在全方位打造智造谷、智慧谷、科创谷、金融小镇等一批创业创新平台，同时创建特色小镇等项目正有序推进，将全面提升大江东产城融合的步伐。	positive
鲸的“歌声”能表达很复杂的意思，但远不能与人的语言相提并论，因为鲸的“歌声”里没有能够代表具体的或抽象的事物的名词。	鲸的“歌声”能表达很复杂的意思，但远不能与人的语言相提并论，因为鲸的“歌声”里没有能够代表具体的或抽象的事物的名词。	positive
法国尼斯的恐怖事件备受关注，事件发生几小时后，各个网络媒体关于这一事件报道的新闻的点击量都超过了6万次以上。	法国尼斯的恐怖事件备受关注，事件发生几小时后，各个网络媒体关于这一事件报道的新闻的点击量都超过了6万次。	negative
公益广告想关爱孤儿、帮扶贫弱到热爱自然、保护环境等多个方面已广泛发挥作用，艺术的力量已日益增强。	公益广告从关爱孤儿、帮扶贫弱到热爱自然、保护环境等多个方面已广泛发挥作用，艺术的力量已日益增强。	negative
印度电影《摔跤吧！爸爸》意外走红，不仅以超5亿元的高票房打破了印度电影在中国内地的票房纪录，还连续多日牢牢占据单日票房榜首。	印度电影《摔跤吧！爸爸》意外走红，不仅以超5亿元的高票房打破了印度电影在中国内地的票房纪录，还连续多日牢牢占据单日票房榜首。	positive
虽然精神看不见、摸不着，却是一个无比强大的现实存在，并真切地反映着时代的本质，影响着人们的生活。	虽然精神看不见、摸不着，却是一个无比强大的现实存在，并真切地反映着时代的本质，影响着人们的生活。	positive
在信息通信领域，量子中继器是个宽泛的概念，它就像信息高速公路上的“加油站”，通过纠缠交换、纠缠纯化和量子存储等技术达到对量子态的纠缠操纵。	在信息通信领域，量子中继器是个宽泛的概念，它就像信息高速公路上的“加油站”，通过纠缠交换、纠缠纯化和量子存储等技术达到对量子态的纠缠操纵。	positive
随着经济的快速发展，雾霾、酸雨、水污染等环境污染事件的强度和频率正在增加，环境污染问题已经变成中国必须面对的挑战。	随着经济的快速发展，雾霾、酸雨、水污染等环境污染事件的强度和频率正在增加，环境污染问题已经变成中国必须面对的挑战。	positive
网络售假行为愈演愈烈，会上专家分析网络售假行为的危害，引起人们的广泛关注。	网络售假行为愈演愈烈，会上专家分析网络售假行为的危害，引起人们的广泛关注。	positive
不少传销、金融诈骗案件中，老年人尤其是农村老年人都被列为“一级猎物”，因为他们对各种诈骗“套路”缺少认识和防备的弱点。	不少传销、金融诈骗案件中，老年人尤其是农村老年人都被列为“一级猎物”，因为缺少对各种诈骗“套路”的认识和防备。	negative
有网友认为，特普朗的对外经济政策是围绕贸易保护主义为核心的，他当选后，与美国有着大额贸易顺差的国家的贸易盈余将减少。	有网友认为，特朗普的对外经济政策是围绕贸易保护主义为核心的，他当选后，与美国有着大额贸易顺差的国家的贸易盈余将减少。	negative
浙江围绕“保障G20争先锋、担当有为谋新篇”为主题，在党员干部中开展攻坚克难“大比武大督查大考核”活动。	浙江围绕“保障G20争先锋、担当有为谋新篇”为主题，在党员干部中开展攻坚克难“大比武大督查大考核”活动。	positive
作为公益性的教育资源，博物馆应发挥“雅俗共赏”的社会服务职能，不仅要鼓励寻常百姓常来常往，更要供学者精英雅玩品鉴．这是当下博物馆建设需要明确的功能定位。	作为公益性的教育资源，博物馆应发挥“雅俗共赏”的社会服务职能，不仅要鼓励寻常百姓常来常往，更要供给学者精英雅玩品鉴。这是当下博物馆建设需要明确的功能定位。	negative
陈勋和林曦的成功经验证明，高效学习不是人人可以随便做到的，又是人人可以做到的，关键在于学习态度是否端正，学习方法是否正确。	陈勋和林曦的成功经验证明，高效学习不是人人可以随便做到的，而是人人可以做到的，关键在于学习态度是否端正，学习方法是否正确。	negative
电视综艺节目的公益模式，改变了传统综艺节目过分追求娱乐效果，成为主流媒体弘扬社会主义核心价值观的有效途径。	电视综艺节目的公益模式，改变了传统综艺节目过分追求娱乐效果，成为主流媒体弘扬社会主义核心价值观的有效途径。	positive
这个犯罪团伙气焰十分嚣张，骑着摩托在光天化日之下绑架人质，然后向人质家属索要赎金，声言如果报警或不按他们的要求交纳赎金，就撕票杀人。	这个犯罪团伙气焰十分嚣张，骑着摩托在光天化日之下绑架人质，然后向人质家属索要赎金，声言如果报警或不按他们的要求缴纳赎金，就撕票杀人。	negative
世博园开园以来，无论是风和日丽还是刮风下雨，参观的人流络绎不绝．截至5月9日17时30分，累计检票入园已达19.59万人次。	世博园开园以来，无论是风和日丽还是刮风下雨，参观的人流络绎不绝。截至5月9日17时30分，累计检票入园已达19.59万人次。	negative
“文化营销”是当前的一个潮流，但企业应该注重文化与产品的和谐共处，切忌不要只顾利益，而生硬地把文化嫁接到产品中。	“文化营销”是当前的一个潮流，但企业应该注重文化与产品的和谐共处，切忌只顾利益，而生硬地把文化嫁接到产品中。	negative
上海航天技术研究院的全体科技工作者，在相关部门的大力支持下，在全国人民的热切关注中，经过不懈努力，“天宫一号”和“神舟八号”先后两次完成了太空完美对接。	上海航天技术研究院的全体科技工作者，在相关部门的大力支持下，在全国人民的热切关注中，经过不懈努力，“天宫一号”和“神舟八号”先后两次完成了太空完美对接。	positive
马尔克斯的一生充满传奇色彩，他不仅是魔幻现实主义文学的集大成者以及拉美“大学爆炸“的先驱，还是记者、作家以及电影工作者。	马尔克斯的一生充满传奇色彩，他不仅是魔幻现实主义文学的集大成者以及拉美“文学爆炸“的先驱，还是记者、作家以及电影工作者。	negative
为提升高等教育综合实力和国际竞争力，中国启动高校“双一流”建设战略，高校将有序推进实施，重点建设一批世界一流大学和一流学科。	为提升高等教育综合实力和国际竞争力，中国启动高校“双一流”建设战略，高校将有序推进实施，重点建设一批世界一流大学和一流学科。	positive
湖南的水资源还存着供需缺口大、结构矛盾突出、污染严重、有效利用率低，需要大力落实这一政策。	湖南的水资源还存在供需缺口大、结构矛盾、污染严重、有效利用率低，需要大力落实这一政策。	negative
从北京、天津到石家庄，从郑州、南通到贵阳，空气污染指数纷纷“爆表”，70多个重点监测城市大约半数左右严重污染，石家庄城区PM2.5值一度超过1000。	从北京、天津到石家庄，从郑州、南通到贵阳，空气污染指数纷纷“爆表”，70多个重点监测城市大约半数左右严重污染，石家庄城区PM2.5值一度超过1000。	positive
中国共产党十九大召开后，各级党组织高举习近平新时代中国特色社会主义思想旗帜，开展了形式多样的学习热潮。	中国共产党十九大召开后，各级党组织高举习近平新时代中国特色社会主义思想旗帜，开展了形式多样的学习热潮。	positive
公开透明是法治政府的基本特征，政务公开是增强政府公信力和保障人民群众参与权、知情权、监督权的重要途径。	公开透明是法治政府的基本特征，政务公开是增强政府公信力和保障人民群众参与权、知情权、监督权的重要途径。	positive
能否推动两国之间的自由贸易，加强文明交流互鉴，密切双方在教育、旅游、体育等领域的联系，是引导中澳关系能够走向更为广阔前景的关键。	能否推动两国之间的自由贸易，加强文明交流互鉴，密切双方在教育、旅游、体育等领域的联系，是引导中澳关系能够走向更为广阔前景的关键。	positive
中国足协副主席于洪臣日前接受新华社等媒体采访时表示，与卡马乔签订的合同虽然没有规定硬指标，但亚洲杯预选赛出线是应当完成的任务。	中国足协副主席于洪臣日前接受新华社等媒体采访时表示，与卡马乔签订的合同虽然没有规定硬指标，但亚洲杯预选赛出线是应当完成的任务。	positive
奥兰多魔术队的球星霍华德逐渐成长为NBA第一中锋，其原因是他超强的身体素质和良好的意识分不开的。	奥兰多魔术队的球星霍华德逐渐成长为NBA第一中锋，其原因是他超强的身体素质和良好的意识分不开。	negative
原本遥不可及的宇宙太空和深邃海底，已被中国人用智慧和汗水化为咫尺。但中国人将不停地向着更深、更远、更高、更广的领域迈进。	原本遥不可及的宇宙太空和深邃海底，已被中国人用智慧和汗水化为咫尺。但中国人将不停地向着更深、更远、更高、更广的领域迈进。	positive
旷日持久的“脱欧”行动使英国航空、餐饮、制造、运输等多行业受到冲击，加深了民众的焦虑感，多方压力让英国政府进退两难。	旷日持久的“脱欧”行动使英国航空、餐饮、制造、运输等多行业受到冲击，加深了民众的焦虑感，多方压力让英国政府进退两难。	positive
涉嫌交通肇事罪的案件是公诉案件，应该按照正常的公诉案件流程来走：先移送审查起诉，再由公安机关立案，交检察机关提起公诉，法院判决。	涉嫌交通肇事罪的案件是公诉案件，应该按照正常的公诉案件流程来走：先移送审查起诉，再由公安机关立案，交检察机关提起公诉，法院判决。	positive
第二十五届阿姆斯特丹国际纪录片电影节12天里吸引了20多万名观众，来自40多个国家的近2500名电影人、300多部电影前来参与。	第二十五届阿姆斯特丹国际纪录片电影节12天里吸引了20多万名观众，来自40多个国家的近2500名电影人、300多部电影前来参与。	positive
刚开始，他们靠从家乡出发带来的食品和矿泉水、方便面、袋装牛肉等填肚子，后来因水土不服，许多队员出现拉肚子、感冒等发烧症状。	刚开始，他们靠从家乡出发带来的食品和矿泉水、方便面、袋装牛肉等填肚子，后来因水土不服，许多队员出现拉肚子、感冒等发烧症状。	positive
太多名实不符的驰名商标遍地开花，既在市场上快速稀释着驰名商标的市场价值，也在市场上弱化着企业自身品牌的信任度下降。	太多名不副实的驰名商标在市场上泛滥，既在市场上快速稀释着驰名商标的市场价值，也在市场上弱化着企业自身品牌的信任度。	negative
由于世界性水危机，地表水和地下水都遭到了不同程度的污染，水质日益恶化，于是人们把目光投向地层深处，千方百计地寻找没有污染的矿泉水。	由于世界性水危机，地表水和地下水都遭到了不同程度的污染，水质日益恶化，于是人们把目光投向地层深处，千方百计地寻找没有污染的矿泉水。	positive
我们应该发挥广大教师的充分的作用，让他们在落实新版课程标准的教学期间各显其能，使我们的课程改革顺利渡过深水区。	我们应该充分发挥广大教师的作用，让他们在落实新版课程标准的教学期间各显其能，使我们的课程改革顺利渡过深水区。	negative
人的才能的大小，完全是由于后天的学习和实践决定的。	人的才能的大小，完全是由后天的学习和实践决定的。	negative
有些橱柜商为了争一个橱柜品牌的好名次，不惜通过“假单”来制造假象，这显然违背了销售排行榜原来设立的初衷。	有些橱柜商为了争一个橱柜品牌的好名次，不惜通过“假单”来制造假象，这显然违背了销售排行榜原来设立的初衷。	positive
数字化时代，文字纪录方式发生了重大变化，很多人提笔忘字，长此以往，将影Ⅱ向到汉字文化的能否传承。	数字化时代，文字记录方式发生了重大变化，很多人提笔忘字，长此以往，将影响到汉字文化的是否传承。	negative
若遇到风和日暖的午后，你一个人肯上冬郊去走走，则青天碧落之下，不但你不感到岁时的肃杀，而且还可以饱觉着一种莫名其妙的含蓄在那里的生气。	若遇到风和日暖的午后，你一个人肯上冬郊去走走，则青天碧落之下，不但你不感到岁时的肃杀，而且还可以饱觉着一种莫名其妙的含蓄在那里的生气。	positive
甘肃省委党校副教授范鹏说长征精神是宝贵的精神财富，甘肃人民要从这部英雄史诗中砥砺品质、汲取营养。	甘肃省委党校副教授范鹏说长征精神是宝贵的精神财富，甘肃人民要从这部英雄史诗中砥砺品质、汲取营养。	positive
这次火灾造成的经济损失，据商家估计，直接损失至少在四百万元以上。	这次火灾造成的经济损失，据商家估计，直接损失至少在四百万元以上。	positive
G20杭州峰会LOGO用20根线条，描绘出一个桥形轮廓，同时辅以“G20、2016、CHINA”和篆刻隶书“中国”印章等元素组成。	G20杭州峰会LOGO用20根线条，描绘出一个桥形轮廓，同时辅以“G20、2016、CHINA”和篆刻隶书“中国”印章等元素组成。	positive
美国自单方面退出伊核协议，并宣布重启对伊朗制裁以来，伊朗最重要的经济支柱--石油行业便元气大伤。	美国自从单方面退出伊核协议，并宣布重启对伊朗制裁以来，伊朗最重要的经济支柱--石油行业便元气大伤。	negative
第五届“创新作文大赛”颁奖典礼，是设在颇具文艺范的市图书馆举行的，现场揭晓了“构思之星”“最佳团队”等获奖名单。	第五届“创新作文大赛”颁奖典礼，是设在颇具文艺范的市图书馆举行的，现场揭晓了“构思之星”“最佳团队”等获奖名单。	positive
据国务院联防联控机制新闻发布会消息，在目前全球疫情加速蔓延的形势下，我国面临的境外输入病例导致本地传播风险增强，冬季疫情将处于零星散发状态。	据国务院联防联控机制新闻发布会消息，在目前全球疫情加速蔓延的形势下，我国面临的境外输入病例导致本地传播风险增强，冬季疫情将处于零星散发状态。	positive
殷商时代出现了中国历法独有的二十四节气，几千年来对推动中国农牧业发展起了重要作用，是中华民族文化认同的重要载体。	殷商时代出现了中国历法独有的二十四节气，几千年来对推动中国农牧业发展起了重要作用，是中华民族文化认同的重要载体。	positive
新能源汽车产业能否朝着健康有序的方向发展，关键是要确保新能源汽车“断奶”不断电，打消消费者的“里程焦虑症”。	新能源汽车产业能否朝着健康有序的方向发展，关键是要确保新能源汽车“断奶”不断电，打消消费者的“里程焦虑症”。	positive
适度限制特大城市人口规模，引导外来人口向中小城市转移，有利于国家发展和人民幸福的理智选择，应当成为全社会的共识。	适度限制特大城市人口规模，引导外来人口向中小城市转移，有利于国家发展和人民幸福的理智选择，应当成为全社会的共识。	positive
一些逆全球化现象的出现，尽管在形式上为这一理论“喝着倒彩”，但虚拟技术的发展却正在为“历史向世界历史的转变”开辟着崭新空间。	一些逆全球化现象的出现，尽管在形式上为这一理论“喝倒彩”，但虚拟技术的发展却正在为“历史向世界历史的转变”开辟着崭新空间。	negative
神木县属陕北黄土丘陵区向内蒙古高原的过渡地带，境内煤矿资源主要分布在北部的风沙草滩区，生态环境非常脆弱，一旦破坏，短期内难以一时恢复。	神木县属陕北黄土丘陵区向内蒙古高原的过渡地带，境内煤矿资源主要分布在北部的风沙草滩区，生态环境非常脆弱，一旦破坏，短期内难以恢复。	negative
针对养老金缴费多少年更“划算”，人社部给出回应：我国正在健全多缴多得激励机制，会妥善处理好退休人员领取养老金的问题。	针对养老金缴费多少年更“划算”，人社部给出回应：我国正在健全多缴多得激励机制，会妥善处理好退休人员领取养老金的问题。	positive
他为了民族的兴亡和人民的利益奋斗了一生。	他为了民族的兴亡和人民的利益奋斗了一生。	positive
环境信息的立体化公开，恐怕是此次会议绕不开的重要议题．环境信息的公开透明，是决定政府和民众能否走向环境“共治”的重要前提。	环境信息的立体化公开，恐怕是此次会议绕不开的重要议题。环境信息的公开透明，是决定政府和民众能否走向环境“共治”的重要前提。	negative
前不久，北京一名年仅35岁的外企女白领突然猝死于北京地铁的台阶上的报道，引发了人们对职场白领健康状况的关注。	前不久，北京一名年仅35岁的外企女白领突然猝死于北京地铁的台阶上的报道，引发了人们对职场白领健康状况的关注。	positive
阿里巴巴集团CEO张勇说：“每年双11都是我们阿里技术的一次大练兵，让阿里的技术更上一层楼，双11成功的标志是创新，我们每年都会去想很多新主意，来做今年‘双11’的创新．”。	阿里巴巴集团CEO张勇说：“每年双11都是我们阿里技术的一次大练兵，让阿里的技术更上一层楼，双11成功的标志是创新，我们每年都会去想很多新主意，来做今年‘双11’的创新。”。	negative
网络谣言时有出现，误导了公共舆论，扰乱了人们的正常生活，影响了社会秩序，损害了网民的合法权益，对社会发展稳定产生了干扰。	网络谣言时有出现，误导了公共舆论，扰乱了人们的正常生活，影响了社会秩序，损害了网民的合法权益，对社会发展稳定产生了干扰。	positive
我国每年因商品过度包装造成的价值高达4000亿元的废弃物，人们不禁感慨：这铺张浪费的现象何其严重！	我国每年因商品过度包装造成的废弃物价值高达4000亿元，人们不禁感慨：这铺张浪费的现象何其严重！	negative
浙江国家紧急医学救援队是由浙江省人民医院承建的华东第一支国家级应急医学救援队，可承担突发公共卫生事件紧急医学救援、大型活动医疗保障、应急技能培训、实战演练等。	浙江国家紧急医学救援队是由浙江省人民医院承建的华东第一支国家级应急医学救援队，可承担突发公共卫生事件紧急医学救援、大型活动医疗保障、应急技能培训、实战演练等。	positive
巴黎气候协议“最终案文”显示，2020年后，各国将以“自主贡献”参与全球应对气候变化行动，发达国家将继续带头减排，并加强对发展中国家的支持。	巴黎气候协议“最终案文”显示，2020年后，各国将以“自主贡献”参与全球应对气候变化行动，发达国家将继续带头减排，并加强对发展中国家的支持。	positive
当前一些电视台、互联网和直播平台充斥着大量低俗媚俗的娱乐节目，盲目追求高收视率，误国误民，有关部门必须及时制止。	当前一些电视台、互联网和直播平台充斥着大量低俗媚俗的娱乐节目，盲目追求高收视率，误国误民，有关部门必须及时制止。	positive
随着打车软件“滴滴打车”通过微信支付车费优惠额度的增加，微信支付和支付宝的“撒钱”大战再次升级，造成的直接后果是导致微信支付系统暂时瘫痪。	随着打车软件“滴滴打车”通过微信支付车费优惠额度的增加，微信支付和支付宝的“撒钱”大战再次升级，造成的直接后果是导致微信支付系统暂时瘫痪。	positive
现在全社会关注通货膨胀，民众担心物价持续上涨．国家发改委多次表示，物价上涨的主要原因是游资炒作造成的。	现在全社会关注通货膨胀，民众担心物价持续上涨。国家发改委多次表示，物价上涨的主要原因是游资炒作造成的。	negative
“一带一路”理念的实施，需要加强数字经济、人工智能、纳米技术、量子计算机等前沿领域的合作，开发大数据、云计算和智慧城市建设。	“一带一路”理念的实施，需要加强数字经济、人工智能、纳米技术、量子计算机等前沿领域的合作，开发大数据、云计算和智慧城市建设。	positive
在刚刚过去的“双11”活动中，阿根廷姑娘德尔巴耶趁着中国网购促销活动之机，在“速卖通”上为一家老小购买了中国生产的毛衣、帽子和换季衣物。	在刚刚过去的“双11”活动中，阿根廷姑娘德尔巴耶趁着中国网购促销活动之机，在“速卖通”上为一家老小购买了中国生产的毛衣、帽子和换季衣物。	positive
朗读不仅是一种传递情感、传承精神的手段，更是一种学习语文的方式。央视《朗读者》以其精美的文字、丰富的文化内涵而好评如潮。	朗读不仅是一种传递情感、传承精神的手段，更是一种学习语文的方式。央视《朗读者》以其精美的文字、丰富的文化内涵而好评如潮。	positive
在胡雪岩故居修复后，成了一处“专家叫好，百姓叫座”的人文景观，为杭州的文化旅游业增添了活力；然而大部分免费开放的名人故居却少人问津。	在胡雪岩故居修复后，成了一处“专家叫好，百姓叫座”的人文景观，为杭州的文化旅游业增添了活力；然而大部分免费开放的名人故居却少人问津。	positive
《中共中央关于加强党的执政能力建设的决定》是我们党历史上第一个全面总结党的执政经验、指导全党更好地担当起执政兴国历史使命的纲举目张似的纲领性文件。	《中共中央关于加强党的执政能力建设的决定》是我们党历史上第一个全面总结党的执政经验、指导全党更好地担当起执政兴国历史使命的纲举目张式的纲领性文件。	negative
学习方法可能因人而异，但勤奋、努力等良好的学习态度和合理的时间安排却是每个想取得成功的学生所必须具备的。	学习方法可能因人而异，但勤奋、努力等良好的学习态度和合理的时间安排却是每个想取得成功的学生所必须具备的。	positive
戏曲进校园将为学生们架起文化上联通过去与未来的桥梁，自觉从民族优秀传统文化中汲取力量，获得思想涵养和价值支持，进而带动整个社会向善向上。	戏曲进校园将为学生们架起文化上联通今与未来的桥梁，自觉从民族优秀传统文化中汲取力量，获得思想涵养和价值支持，进而带动整个社会向善向上。	negative
为了积极响应宜昌市争创全国文明城市“三连冠”，我校谭子刚校长带领党员教师上街开展了文明劝导活动，田苹书记检查了我校师生对相关应知应会内容的掌握情况。	为了积极响应宜昌市争创全国文明城市“三连冠”，我校谭子刚校长带领党员教师上街开展了文明劝导活动，田苹书记检查了我校师生对相关应知应会内容的掌握情况。	positive
