source	target	type
从以前不划区、不分时段的放牧，到现在划分专门草场进行放牧且每季度放牧的草场均进行轮牧制，让草场得到了修养生息，起到了有效的保护。	从以前不划区、不分时段的放牧，到现在划分专门草场进行放牧且每季度放牧的草场均进行轮牧制，让草场得到了休养生息，起到了有效的保护。	negative
警告391起、处罚366起其中处置违停行为309起、处置逆向行驶30起、超速21起、无证驾驶6起、扣留两轮摩托车30与辆，	警告391起、处罚366起其中处置违停行为309起、处置逆向行驶30起、超速21起、无证驾驶6起、扣留两轮摩托车30余辆，	negative
预计2021年秋收期，大通、互助、湟源及门源的部分区域为连阴雨灾害的高风险区，提醒各地利用晴好天气开展小麦、油菜等作物收割、打碾、晾晒及入库工作，谨防阴雨天气带来的不理影响。	预计2021年秋收期，大通、互助、湟源及门源的部分区域为连阴雨灾害的高风险区，提醒各地利用晴好天气开展小麦、油菜等作物收割、打碾、晾晒及入库工作，谨防阴雨天气带来的不利影响。	negative
持续推广学习柳州公交“停出文明、甘当拐杖”新风尚活动，充分发挥发挥交通运输行业引领和示范作用，倡导和引领干部职工及从业人员做安全行车、规范停车、礼让斑马线的带头人。	持续推广学习柳州公交“停出文明、甘当拐杖”新风尚活动，充分发挥交通运输行业引领和示范作用，倡导和引领干部职工及从业人员做安全行车、规范停车、礼让斑马线的带头人。	negative
警方提示 1、微信中突然有领导干部添加微信的，要谨慎甄别，涉及转账、汇款等事宜，务必通 过电话、见面等途 径核实确认，如不方便直接问时，可向同事侧面了解领导相关情况，谨慎 核实。	警方提示 1、微信中突然有领导干部添加微信的，要谨慎甄别，涉及转账、汇款等事宜，务必通 过电话、见面等途 经核实确认，如不方便直接问时，可向同事侧面了解领导相关情况，谨慎 核实。	negative
2021年8月，世界共同目睹了美军仓惶撤离阿富汗的“喀布尔时刻”——盘踞阿富汗20年的美军离开了，留给当地民众的是处处凋敝的烂摊子。	  2021年8月，世界共同目睹了美军仓皇撤离阿富汗的“喀布尔时刻”——盘踞阿富汗20年的美军离开了，留给当地民众的是处处凋敝的烂摊子。	negative
#响应伟大号召立足岗位奋斗#7.41ztR:持为民之心守一方平安只为身后的这座城-记陈旗特警大队%为中国警察点赞复制此链接，达开Dou音搜索，直接观看視频！	#响应伟大号召立足岗位奋斗#7.41ztR:持为民之心守一方平安只为身后的这座城-记陈旗特警大队%为中国警察点赞复制此链接，达开Dou音搜索，直接观看视频！	negative
全部遇险人员脱险前，只要不严重威及自身安全，严禁放弃搜救擅自驶离现场。	全部遇险人员脱险前，只要不严重危及自身安全，严禁放弃搜救擅自驶离现场。	negative
工作千头万绪，发展是硬道理。	  工作千头万绪，发展才是硬道理。	negative
下沉社区的党员干部带领孩子们开展爱卫志愿服务活动，拣拾散落在社区公共场所的生活垃极、白色垃极，清理人行道上的污染物，擦洗公共设施上的灰尘等，提高孩子们热爱劳动、尊重环保、热心公益的动手能力。	下沉社区的党员干部带领孩子们开展爱卫志愿服务活动，拣拾散落在社区公共场所的生活垃圾、白色垃圾，清理人行道上的污染物，擦洗公共设施上的灰尘等，提高孩子们热爱劳动、尊重环保、热心公益的动手能力。	negative
中新社多伦多12月16日电 (记者 余瑞冬)在中国驻加拿大使馆12月15日晚举办的北京冬奥会倒计时50天视频连线交流会上，来自加拿大和中国的多位冬奥选手和与会人士都表示，期待与各国运动员相聚北京，共同逐梦冬奥赛场。	   中新社多伦多12月16日电 (记者 余瑞冬)在中国驻加拿大大使馆12月15日晚举办的北京冬奥会倒计时50天视频连线交流会上，来自加拿大和中国的多位冬奥选手和与会人士都表示，期待与各国运动员相聚北京，共同逐梦冬奥赛场。	negative
2021年，我县对红军长征过境兴文的宿营地、战斗地、途经地以及其遗址遗址进行了修缮维护，沿红军长征过境兴文的560里路线上，在重要且显著的位置建立了石碑，并刻上碑文，详细记述了中央红军过境兴文的英勇事迹。	2021年，我县对红军长征过境兴文的宿营地、战斗地、途经地以及其遗址进行了修缮维护，沿红军长征过境兴文的560里路线上，在重要且显著的位置建立了石碑，并刻上碑文，详细记述了中央红军过境兴文的英勇事迹。	negative
中货物需求一览表中“DN500PE双璧波纹管”	中货物需求一览表中“DN500PE双壁波纹管”	negative
国家发展改革委、生态环境部、住房城乡建设部、国家卫生健康委《关于加快推进城镇环境基础设施建设的指导意见》已经国务院同意，	  国家发展改革委、生态环境部、住房和城乡建设部、国家卫生健康委《关于加快推进城镇环境基础设施建设的指导意见》已经国务院同意，	negative
咱们的搜救犬萌的一塔糊涂~｜｜~｜｜~｜｜[哈哈]	咱们的搜救犬萌的一塌糊涂~｜｜~｜｜~｜｜[哈哈]	negative
三是全面了解中国共产党团结代领人民不懈奋斗的光辉历史和伟大成就；	三是全面了解中国共产党团结带领人民不懈奋斗的光辉历史和伟大成就；	negative
05【日常工作】镇综合行政执法局干部整治清理110国道俩侧乱堆乱放等违规行为。	05【日常工作】镇综合行政执法局干部整治清理110国道两侧乱堆乱放等违规行为。	negative
5.对火灾、治安、公共卫生等突发事件有应急预案，作到及时发现、及时采取稳妥的控制措施、及时报告学院有关部门，避免事态扩大。	5.对火灾、治安、公共卫生等突发事件有应急预案，做到及时发现、及时采取稳妥的控制措施、及时报告学院有关部门，避免事态扩大。	negative
《意见》指出，广阳湾智创生态城被赋予了四大定位：“绿水青山就是金山银山”实践创新基地；人与自然和谐共生的生命共同体；国家数字经济创新发展试验区；国家绿色产业示范基地；长江经济带绿色发展示范。	《意见》指出，广阳湾智创生态城被赋予了四大定位：“绿水青山就是金山银山”实践创新基地；人与自然和谐共生的生命共同体；国家数字经济创新发展试验区；国家绿色产业示范基地；长江经济带绿色发展示范区。	negative
提髙职业素养，	提高职业素养，	negative
何江仁在会上发言说：“拆厅屋原则上不可取，但在现有厅屋的基础上进行修善和完善还是可取的。	何江仁在会上发言说：“拆厅屋原则上不可取，但在现有厅屋的基础上进行修缮和完善还是可取的。	negative
这一“背靠背”方法，难免发生“公说公有理、婆说婆有理”，以偏盖全，调查取证链条不完整，不利调处解决现象。	这一“背靠背”方法，难免发生“公说公有理、婆说婆有理”，以偏概全，调查取证链条不完整，不利调处解决现象。	negative
结合城乡建设规划，科学评估环境承载能力，编制了《留坝县矿产资源总体规划》、《留坝县秦岭生态环境保护总体规划》，合理划定矿产资源禁止开发区和限止开发区，加强水源涵养地等各类保护区的生态保护力度。	结合城乡建设规划，科学评估环境承载能力，编制了《留坝县矿产资源总体规划》、《留坝县秦岭生态环境保护总体规划》，合理划定矿产资源禁止开发区和限制开发区，加强水源涵养地等各类保护区的生态保护力度。	negative
目前，此案以移交执法办案大队作进一步处理，等待他的将是法律的严惩。	目前，此案已移交执法办案大队作进一步处理，等待他的将是法律的严惩。	negative
本该好好养一养，可她坐不住，上网定制一双能够把受伤的脚固定住的鞋子，忍着疼痛一趟趟往山上跑，还得意扬扬地对同事们说：“定制了这双鞋，可以轻松上阵，我再也不用拐杖了。	本该好好养一养，可她坐不住，上网定制一双能够把受伤的脚固定住的鞋子，忍着疼痛一趟趟往山上跑，还得意洋洋地对同事们说：“定制了这双鞋，可以轻松上阵，我再也不用拐杖了。	negative
“眼急手快来拼图”擂台除了考验孩子们垃圾分类方法的掌握程度外，街道团工委还设置了“眼急手快来拼图”擂台介绍垃圾运输过程，小选手们听了青年志愿者的讲解后，相互合作顺利拼出一整套垃圾转运过程拼图。	“眼疾手快来拼图”擂台除了考验孩子们垃圾分类方法的掌握程度外，街道团工委还设置了“眼疾手快来拼图”擂台介绍垃圾运输过程，小选手们听了青年志愿者的讲解后，相互合作顺利拼出一整套垃圾转运过程拼图。	negative
建立专项督查制，实行分级催办、跟踪督办，严肃问责问效，确保讲坛明确的各项目标任务落到实处。	建立专项督查机制，实行分级催办、跟踪督办，严肃问责问效，确保讲坛明确的各项目标任务落到实处。	negative
“融科储能自主创新，以高科技、低炭、绿色引领世界能源发展新模式，对能源结构转型、建设清洁能源体系意义重大，也是大连企业的骄傲。	“融科储能自主创新，以高科技、低碳、绿色引领世界能源发展新模式，对能源结构转型、建设清洁能源体系意义重大，也是大连企业的骄傲。	negative
主张挂靠行为是通过违法途径转嫁嫁交通运输安全风险责任，	主张挂靠行为是通过违法途径转嫁交通运输安全风险责任，	negative
8月26日下午，98岁高领老人朱玉好在家属的陪同下，到休宁县体育馆新冠疫苗接种点，接种第一针新冠病毒疫苗。	8月26日下午，98岁高龄老人朱玉好在家属的陪同下，到休宁县体育馆新冠疫苗接种点，接种第一针新冠病毒疫苗。	negative
“我们机关单位率先带头，购买安放了分类垃圾筒，张贴公益广告、宣传横额。	“我们机关单位率先带头，购买安放了分类垃圾桶，张贴公益广告、宣传横额。	negative
沂房字第176950140号房屋所有权证遗失遗失，	沂房字第176950140号房屋所有权证遗失，	negative
2022年是十四五规划推进落实之年，	  2022年是“十四五”规划推进落实之年，	negative
以城为镜，弘扬中华民主传统美德，让我们一起用实际行动为信阳的文明发展贡献出自己的一份力量！	以城为镜，弘扬中华民族传统美德，让我们一起用实际行动为信阳的文明发展贡献出自己的一份力量！	negative
一直以来，东渚街道综合执法局坚持实行违法建设自拆、助拆、强拆三步曲，通过教育劝导，尽量争取当事人自行拆除违章建筑物。	一直以来，东渚街道综合执法局坚持实行违法建设自拆、助拆、强拆三部曲，通过教育劝导，尽量争取当事人自行拆除违章建筑物。	negative
3.4信誉要求：未处于财产被结管、冻结、破产状态，没有处于投标禁入期内。	3.4信誉要求：未处于财产被接管、冻结、破产状态，没有处于投标禁入期内。	negative
★6、数字化病案系统是医院信息化建设的一部，需要整合到电子病历系统以及医院信息化平台中，以实现医院各系统的互联互通。	 ★6、数字化病案系统是医院信息化建设的一部分，需要整合到电子病历系统以及医院信息化平台中，以实现医院各系统的互联互通。	negative
三亞涉旅企業培訓新媒體“玩法”	三亞涉旅企業培訓新媒体“玩法”	negative
深化民营经济统战工作，拓展拓展港澳台侨海外统战工作，充分发挥新的社会阶层人士积极作用，扎实推动新时代统战工作再上新台阶。	深化民营经济统战工作，拓展港澳台侨海外统战工作，充分发挥新的社会阶层人士积极作用，扎实推动新时代统战工作再上新台阶。	negative
谁有农事请教，他都亳不隐瞒，会亳不保守地全盘给人家讲解。	谁有农事请教，他都毫不隐瞒，会毫不保守地全盘给人家讲解。	negative
严字律己，自我鞭策促提高。	严于律己，自我鞭策促提高。	negative
还了解独居老人的生活问题与身体情况，给老人更多的精神慰藉，减轻孤独感和寂莫感。	还了解独居老人的生活问题与身体情况，给老人更多的精神慰藉，减轻孤独感和寂寞感。	negative
三农向好，全局主动。	  “三农”向好，全局主动。	negative
经查，以犯罪嫌疑人郑某（男，35岁，江西上饶人）、陈某（男，34岁，浙江乐青人）、霍某（男，35岁，重庆万盛人）为首的犯罪团伙，在未取得相关合法手续情况下，从外地购买轻质循环油简单处理后冒充柴油，以低廉价格销售，牟取暴利。	经查，以犯罪嫌疑人郑某（男，35岁，江西上饶人）、陈某（男，34岁，浙江乐清人）、霍某（男，35岁，重庆万盛人）为首的犯罪团伙，在未取得相关合法手续情况下，从外地购买轻质循环油简单处理后冒充柴油，以低廉价格销售，牟取暴利。	negative
一些年轻人似呼有些觉醒。pstyle="	一些年轻人似乎有些觉醒。pstyle="	negative
但是这个蛇很毒，在我打完第三个电话，准备打第四个电话的时候，已经不醒人事。	但是这个蛇很毒，在我打完第三个电话，准备打第四个电话的时候，已经不省人事。	negative
所以应避免边行走边玩手机，也不要戴着耳机听音乐，这样很可能在而临险境时，听不到车辆鸣笛等提醒而发生事故。	所以应避免边行走边玩手机，也不要戴着耳机听音乐，这样很可能在面临险境时，听不到车辆鸣笛等提醒而发生事故。	negative
在党史学习中，要坚持学、思、行相结合，踏踏实实学习理论知识，工作中更要事实求实，坚持走群众路线。	在党史学习中，要坚持学、思、行相结合，踏踏实实学习理论知识，工作中更要实事求是，坚持走群众路线。	negative
他一边游一边防止自己被水流冲偏方向，虽有些吃力，却仍已最快的速度游到最近的人身边，挣扎中的人看到来人，犹如抓住了救命稻草，把所有力气都转到自己的手上。	他一边游一边防止自己被水流冲偏方向，虽有些吃力，却仍以最快的速度游到最近的人身边，挣扎中的人看到来人，犹如抓住了救命稻草，把所有力气都转到自己的手上。	negative
包括人员编制、教职工调配、工资福利、考核奖励、格案管理等。6、负责对全县各级各类学校的行政管理，	包括人员编制、教职工调配、工资福利、考核奖励、个案管理等。6、负责对全县各级各类学校的行政管理，	negative
g（价值128元）、两袋火锅牛油底料（价值21.6元）、两袋虾丸（价值37.5元左右）、两袋羊肉片（价值60.7元）、一袋娃娃菜（价值6元）、小龙虾龙虾尾0.864kg（价值25.6元）、0.464kg鲜虾（价值33.2元）、茄子3根（价值3.84元），	g（价值128元）、两袋火锅牛油底料（价值21.6元）、两袋虾丸（价值37.5元左右）、两袋羊肉片（价值60.7元）、一袋娃娃菜（价值6元）、小龙虾尾0.864kg（价值25.6元）、0.464kg鲜虾（价值33.2元）、茄子3根（价值3.84元），	negative
以建筑垃圾为原材料，生产再生骨料、路基路面材料、干混砂浆、路面透水砖、砌块、市政工程构配件等绿色建材产品，实施建筑垃圾产品质量认证，列入新型墙体材料、绿色建材等产品目录，建立再生产品联合招标制度，加快构建门类齐、成规模的再生产品市场。	以建筑垃圾为原材料，生产再生骨料、路基路面材料、干混砂浆、路面透水砖、砌块、市政工程构配件等绿色建材产品，实施建筑垃圾产品质量认证，列入新型墙体材料、绿色建材等产品目录，建立再生产品联合招标制度，加快构建门类齐全、成规模的再生产品市场。	negative
CA 办理有一定周期，请及时理以免影响本次项目。	CA 办理有一定周期，请及时办理以免影响本次项目。	negative
”专案组检察官罗宗煌介绍，这对像小果这样的罪错未成年人，海口市检察院还委托友善社工组织及专业的心理咨询师对他们进行心理疏导、家庭教育指导等。	”专案组检察官罗宗煌介绍，这对象小果这样的罪错未成年人，海口市检察院还委托友善社工组织及专业的心理咨询师对他们进行心理疏导、家庭教育指导等。	negative
各地都卯足了劲，要在营商环境上争先进位。	各地都铆足了劲，要在营商环境上争先进位。	negative
老牌园区打破原有“生命周期论”，实现赛道转换与“逆生长”，如何做到的？	老牌园区打破原有“生命周期理论”，实现赛道转换与“逆生长”，如何做到的？	negative
经费包括因公出国（境）费、公务用车购置及运行维护费和公务接侍费。（一）因公出国（境）费，	经费包括因公出国（境）费、公务用车购置及运行维护费和公务接待费。（一）因公出国（境）费，	negative
9月1日下午，番禺区应急管理局、新造镇到区消防救援大队进行走访走访座谈。	9月1日下午，番禺区应急管理局、新造镇到区消防救援大队进行走访座谈。	negative
县市场监管局对发放“大棚房”销售广告和在“大棚房”内开展经营活动要依法査处。	县市场监管局对发放“大棚房”销售广告和在“大棚房”内开展经营活动要依法查处。	negative
造成严重后果的，依法追求相关责任。	造成严重后果的，依法追究相关责任。	negative
定期组织青年干部进行党史朗读比赛、党史知识知识问答，增加党史学习积极性。	定期组织青年干部进行党史朗读比赛、党史知识问答，增加党史学习积极性。	negative
农作物受灾195.14公倾（水稻受灾114.43公顷、玉米受灾50.82公顷、烤烟受灾20公顷、草莓受灾5.47公顷、葡萄受灾2公顷、西红柿受灾2.42公顷），成灾194.93公顷、绝收1.43公顷；	农作物受灾195.14公顷（水稻受灾114.43公顷、玉米受灾50.82公顷、烤烟受灾20公顷、草莓受灾5.47公顷、葡萄受灾2公顷、西红柿受灾2.42公顷），成灾194.93公顷、绝收1.43公顷；	negative
全市法院财物统一管理后，因公出国境经费统一安排在市高级法院本级。	全市法院财物统一管理后，因公出国境经费统一安排在市高级人民法院本级。	negative
二、施工地段应设置防护围拦和必要的导向标志及指路牌,夜间施工应增设照明设备和警示;三、在醒目处设立标有施工单位、许可挖掘时间和范围、行政许可决定书（复印件）等内容的示意牌；	二、施工地段应设置防护围栏和必要的导向标志及指路牌,夜间施工应增设照明设备和警示;三、在醒目处设立标有施工单位、许可挖掘时间和范围、行政许可决定书（复印件）等内容的示意牌；	negative
扎实抓好党史党史学习教育，	扎实抓好党史学习教育，	negative
镇党委、政府将河长制工作纳入镇村干部年度考核指标，由镇纪委、镇河长办组成督查组，每季度对镇、村两级河长巡河履职情况进行专项督查，对于工作开展不力的，取消评优优树模资格，造成严重后果的将依法依规追究相关责任人责任。	镇党委、政府将河长制工作纳入镇村干部年度考核指标，由镇纪委、镇河长办组成督查组，每季度对镇、村两级河长巡河履职情况进行专项督查，对于工作开展不力的，取消评优树模资格，造成严重后果的将依法依规追究相关责任人责任。	negative
他们用忠诚卫民的信念，守护万家灯火！	他们用忠诚为民的信念，守护万家灯火！	negative
持续推进治理体系和治理能力现代化，	持续推进国家治理体系和治理能力现代化，	negative
”科技能力占据行业关键“C位”同时，有消费金融机构披露机构碳中和治理情况。	”科技能力占据行业关键“C位”同时，有消费金融机构披露机构碳综合治理情况。	negative
对有需要或受疫情影响较大的存量客户实行适当延长还款日期、减免利息等措施，助力企业度过暂时困难。	对有需要或受疫情影响较大的存量客户实行适当延长还款日期、减免利息等措施，助力企业渡过暂时困难。	negative
4. 8月26日，分宜县分宜县怡林花苑一男子在网上招嫖，被诈骗6692元。	4. 8月26日，分宜县怡林花苑一男子在网上招嫖，被诈骗6692元。	negative
市检察院帮扶的武隆区天池苗寨入选首批全国脱贫攻坚考察点，渝北区检察院被评为全国扫黑除恶专项斗争先进集体，市检察院机关党委、秀山县检察院机关党委被表彰为重庆市先进基层党组织。	市检察院帮扶的武隆区天池苗寨入选首批全国脱贫攻坚考察点，渝北区检察院被评为全国“扫黑除恶”专项斗争先进集体，市检察院机关党委、秀山县检察院机关党委被表彰为重庆市先进基层党组织。	negative
也是推进推进平安法治临桂、和谐稳定临桂，	也是推进平安法治临桂、和谐稳定临桂，	negative
为保障房屋征收评估评估结果客观公正，	为保障房屋征收评估结果客观公正，	negative
电动二、三轮摩托车作为较便捷的交通工具，简单易学，轻松上路亳不费力。	电动二、三轮摩托车作为较便捷的交通工具，简单易学，轻松上路毫不费力。	negative
三是要认真履职，加强业务学习提高工作效率和队伍凝聚力，不段完善当前工作经验，增强集体荣誉感和责任感，积极完成各项工作任务，同时要相互配合取长补短，多沟通、多交流、相互支持，努力营造团结、奋进、的工作氛围，确保大队工作顺利开展。	三是要认真履职，加强业务学习提高工作效率和队伍凝聚力，不断完善当前工作经验，增强集体荣誉感和责任感，积极完成各项工作任务，同时要相互配合取长补短，多沟通、多交流、相互支持，努力营造团结、奋进、的工作氛围，确保大队工作顺利开展。	negative
食品生产许可被注销的，许可证编号不得再次使用。	食品生产许可证被注销的，许可证编号不得再次使用。	negative
保护绿地青山2019年，恩施州如期完成脱贫目标，生活水平提高了，群众对人居环境的要求也在提高。	保护绿水青山2019年，恩施州如期完成脱贫目标，生活水平提高了，群众对人居环境的要求也在提高。	negative
但是身体不充许，	但是身体不允许，	negative
直接仍掉会污染环境。	直接扔掉会污染环境。	negative
与此同时，为了维持利润，呷脯呷脯的客单价也水涨船高。	与此同时，为了维持利润，呷哺呷哺的客单价也水涨船高。	negative
依据2019年我局出台《关于印发宣州区科技创新劵实施管理办法（试行）的通知》宣区科【2019】13号文件第六条由区科技局、区财政局依据当年度科技项目经费预算额度确定创新券发放额度和兑付额度。	依据2019年我局出台《关于印发宣州区科技创新券实施管理办法（试行）的通知》宣区科【2019】13号文件第六条由区科技局、区财政局依据当年度科技项目经费预算额度确定创新券发放额度和兑付额度。	negative
聚焦“十二项重点工作”，多次召开党委会议研究，逐项对照县委主题活动方案进行梳理，确保在学深、弄懂悟透的基础上，制定出切合黑池镇镇实际的五大行动工作方案。	聚焦“十二项重点工作”，多次召开党委会议研究，逐项对照县委主题活动方案进行梳理，确保在学深、弄懂悟透的基础上，制定出切合黑池镇实际的五大行动工作方案。	negative
在带有全世界参赛国和地区所有名字的“雪花”包容下，一个小小的火炬体现了低碳环保的理念，也体现了“星星之火可以燎原”中国的一种说法。	在带有全世界参赛国和地区所有名字的“雪花”包容下，一个小小的火炬体现了低碳环保的理念，也体现了“星星之火，可以燎原”中国的一种说法。	negative
1、原公告的采购项目编号：襄阳市城郊地区人民检察院驻监检察室远程远程约谈项目	1、原公告的采购项目编号：襄阳市城郊地区人民检察院驻监检察室远程约谈项目	negative
”因团结镇拆迁全家刚搬来大山铺租住不久的胡淑英大娘激动地说：“我在团结镇也做了登记的，这边还要做健康维护吗？”入户家庭医生陈智勇、陈小凤已经不只一次遇到这样善良的群众和感激的话语。	”因团结镇拆迁全家刚搬来大山铺租住不久的胡淑英大娘激动地说：“我在团结镇也做了登记的，这边还要做健康维护吗？”入户家庭医生陈智勇、陈小凤已经不止一次遇到这样善良的群众和感激的话语。	negative
根据省政府“法雨春风”活动月要求，咨道所在做好防疫抗疫工作的同时，深入企业、市场为业主和员工提供法律服务。	根据省政府“法雨春风”活动月要求，指导所在做好防疫抗疫工作的同时，深入企业、市场为业主和员工提供法律服务。	negative
本报讯（记者赵洪波）9月2日，市疾控中心被正式确定为国家致病菌识别网网络实验室，标志着我市开展致病菌分离鉴定和基因组分子分型的能力水平达到了国家标准，是目前我省第四个成为国家致病菌识别网网络实验室并被授牌的城市。	本报讯（记者赵洪波）9月2日，市疾控中心被正式确定为国家致病菌识别网络实验室，标志着我市开展致病菌分离鉴定和基因组分子分型的能力水平达到了国家标准，是目前我省第四个成为国家致病菌识别网络实验室并被授牌的城市。	negative
业主（凭当地供电部门受理确认的居民家庭分布式光伏发电项目并网申请表进行网上申报）登录登录浙江政务网→用户申请注册→填报项目备案申请表→上传申报材料→申报提交→备案登记。	业主（凭当地供电部门受理确认的居民家庭分布式光伏发电项目并网申请表进行网上申报）登录浙江政务网→用户申请注册→填报项目备案申请表→上传申报材料→申报提交→备案登记。	negative
有这样的党，作为其中的一分子，怎能让我不自豪、不骄傲？我想骄傲的大声说，我是纪检监察队伍中的一员。	有这样的党，作为其中的一分子，怎能让我不自豪、不骄傲？我想骄傲地大声说，我是纪检监察队伍中的一员。	negative
8月29日傍晚，青海西宁市湟源县一片纯净温暖的蔚蓝上空，云朵泼墨写意、变幻么测，放眼远看感觉像要掉到地面上，让高原蓝更加梦幻。	8月29日傍晚，青海西宁市湟源县一片纯净温暖的蔚蓝上空，云朵泼墨写意、变幻莫测，放眼远看感觉像要掉到地面上，让高原蓝更加梦幻。	negative
洞经古乐是中国传统文化宝库中的一颗璀灿明珠，它起源于四川，发祥于七曲山大庙，以咏唱道家经典《文昌大洞仙经》而得名，流传至今已有840多年。	洞经古乐是中国传统文化宝库中的一颗璀璨明珠，它起源于四川，发祥于七曲山大庙，以咏唱道家经典《文昌大洞仙经》而得名，流传至今已有840多年。	negative
他们将继续弘扬抗疫精神、践行责任使命，力争在院患者早日清零，为杭州人民生命健康保驾护航。	他们将继续弘扬伟大抗疫精神、践行责任使命，力争在院患者早日清零，为杭州人民生命健康保驾护航。	negative
因为有了们的肯定，让李翠兰在做月嫂培训的路上才更有动力，更有价值，她希望把贴心的服务带到更多的家庭。	因为有了他们的肯定，让李翠兰在做月嫂培训的路上才更有动力，更有价值，她希望把贴心的服务带到更多的家庭。	negative
学习《毛泽东邓小平江泽民胡锦涛关于中国共产党历史论述摘篇》——邓小平重要论述篇目。	学习《毛泽东邓小平江泽民胡锦涛关于中国共产党历史论述摘编》——邓小平重要论述篇目。	negative
庄主席在调研中实地考察了各基地的规模、环境建设请况，了解了基地科技含量、未来发展规划，询问了带动妇女就业人数和收入水平。	庄主席在调研中实地考察了各基地的规模、环境建设情况，了解了基地科技含量、未来发展规划，询问了带动妇女就业人数和收入水平。	negative
址：北京市北京市西城区北京市西城区车公庄大街9号院1号楼	址：北京市西城区北京市西城区车公庄大街9号院1号楼	negative
突出思想教育引领，全面覆盖政治理论、党史教育、警示教育和业务学习。	突出思想教育引领，全面覆盖政治理论、党史学习教育、警示教育和业务学习。	negative
王园现在是重庆联通石桥铺综合营销服中心区域装维板块负责人，也见证了白马凼小区换新颜的全过程。	  王园现在是重庆联通石桥铺综合营销服务中心区域装维板块负责人，也见证了白马凼小区换新颜的全过程。	negative
2016年村委会与服务中心签订《土地流转合同》，村委会将包括涉诉土地在内的634．5亩土地出租给服务中心用于于家务中心公园建设。	2016年村委会与服务中心签订《土地流转合同》，村委会将包括涉诉土地在内的634．5亩土地出租给服务中心用于家务中心公园建设。	negative
2013年10月26日，数百名民众在美国首都华盛顿参加示威活动，抗议美国家安全局（NSA）针对普通美国民众的大规模监控活动。	  2013年10月26日，数百名民众在美国首都华盛顿参加示威活动，抗议美国国家安全局（NSA）针对普通美国民众的大规模监控活动。	negative
（2）公告发布媒体：中国河北政府采购网、河北省公共资源交易服务平台、雄安新区公共资源交易服务平台。	 （2）公告发布媒体：中国河北省人民政府采购网、河北省公共资源交易服务平台、雄安新区公共资源交易服务平台。	negative
家人盼着他们的“主心骨”能在身边，但作为巩义河务局的“一把手”，作为巩义市防汛抗旱指挥部副指挥长、黄河黄河防汛办公室主任，这个时候，徐啸选择了坚守。	家人盼着他们的“主心骨”能在身边，但作为巩义河务局的“一把手”，作为巩义市防汛抗旱指挥部副指挥长、黄河防汛办公室主任，这个时候，徐啸选择了坚守。	negative
不得参与参与本次投标活动。	不得参与本次投标活动。	negative
娟娟细流，以滋万物，几百年后的今天，“忠亮笃实”依然作为时代之音，激励着每一位麟游人民。	涓涓细流，以滋万物，几百年后的今天，“忠亮笃实”依然作为时代之音，激励着每一位麟游人民。	negative
12时07分，茹村中队民警在国道239线763公里处执勤检查时，发现杨某某驾驶的三轮车车厢内载载人人，民警立即让其靠边停车，纠正其违法行为，对驾驶人杨某某及其乘坐人员讲解了农用车违法载人的危害性和极易发生的后果。	12时07分，茹村中队民警在国道239线763公里处执勤检查时，发现杨某某驾驶的三轮车车厢内载人人，民警立即让其靠边停车，纠正其违法行为，对驾驶人杨某某及其乘坐人员讲解了农用车违法载人的危害性和极易发生的后果。	negative
常州市中医院沈献芳主任表示，在与扬州的同志一起共事过程中，深刻感受到扬州法院、检察院干警的严谨、高效和战斗精神，特别是认真、负责的精神令人倾佩。	常州市中医院沈献芳主任表示，在与扬州的同志一起共事过程中，深刻感受到扬州法院、检察院干警的严谨、高效和战斗精神，特别是认真、负责的精神令人钦佩。	negative
形式灵活多样   支队邀请邀请闽南师范大学硕士生导师何孟飞教授为全市指战员作专题讲座；	形式灵活多样   支队邀请闽南师范大学硕士生导师何孟飞教授为全市指战员作专题讲座；	negative
请考生严格按照考试时间准时到达考场，严谨携带电子设备带入考场。	请考生严格按照考试时间准时到达考场，严禁携带电子设备带入考场。	negative
關于疫情風險等級調整的通告（第65號）	關于疫情风险等級調整的通告（第65號）	negative
关于广东中烟工业有限责任公司梅州卷烟厂可视化与定置化标识设计制作项目(2021年10月-2024年9月)(招标编号:0724-2100D66N3353)的评审工作已圆满结束,	关于广东中烟工业有限责任公司梅州卷烟厂可视化与定制化标识设计制作项目(2021年10月-2024年9月)(招标编号:0724-2100D66N3353)的评审工作已圆满结束,	negative
那段时间，她脑中的弦一直紧绷着，开盘前一周，每晚回到家就倒头痛哭，第二天早晨，除了眼睛肿一点，又满血复活。	那段时间，她脑中的弦一直紧绷着，开盘前一周，每晚回到家就抱头痛哭，第二天早晨，除了眼睛肿一点，又满血复活。	negative
分析道：肯定当时二嫂赚到钱后就在小白面前得瑟，	分析道：肯定当时二嫂赚到钱后就在小白面前嘚瑟，	negative
特殊的“开学第一课”今天，东胜中学教师来到三泉镇半河社区开展送教上门，为一名不能随班就读的七年级新生送上教材和学习用品，并根据其学习能力制定适宜的教案，帮助其完成九年制义无教育。	特殊的“开学第一课”今天，东胜中学教师来到三泉镇半河社区开展送教上门，为一名不能随班就读的七年级新生送上教材和学习用品，并根据其学习能力制定适宜的教案，帮助其完成九年制义务教育。	negative
